x_jw,y_jw,x_moon,y_moon,x_earth,y_earth
150782736.8173935,16567053.037456332,151326870.9742634,16408977.267904224,151239473.4710616,16032620.215714578
150759303.50258833,16753603.702970127,151300744.04260772,16593541.725458516,151219624.03683698,16216232.30499711
150735663.39857316,16940104.82557976,151274368.31506303,16777977.304698255,151199548.0178144,16399821.293102695
150711816.2975796,17126556.446148865,151247745.47010294,16962283.132161565,151179245.4232681,16583386.91149223
150687761.99798605,17312958.596817937,151220877.20327973,17146458.357524253,151158716.26259845,16766928.891385842
150663500.30410916,17499311.30132034,151193765.22706467,17330502.154057242,151137960.54533383,16950446.963757847
150639031.02600327,17685614.575283576,151166411.27067783,17514413.719090864,151116978.2811326,17133940.85933164
150614353.97926795,17871868.426516674,151138817.07990754,17698192.274486013,151095769.47978517,17317410.308574513
150589468.98486283,18058072.855284594,151110984.41691822,17881837.06711198,151074334.15121624,17500855.04169237
150564375.8689294,18244227.854570445,151082915.06004667,18065347.36933093,151052672.30548722,17684274.788624387
150539074.46261927,18430333.41032631,151054610.80358604,18248722.47948883,151030783.95279863,17867669.27903759
150513564.60192898,18616389.501713358,151026073.45755693,18431961.722412694,151008669.1034929,18051038.242321353
150487846.12754005,18802396.10133195,150997304.84746528,18615064.44991396,150986327.76805708,18234381.40758182
150461918.88466525,18988353.175442383,150968306.8140461,18798030.041297775,150963759.9571259,18417698.50363628
150435782.72289956,19174260.68417685,150939081.21299312,18980857.903877985,150940965.6814849,18600989.25900743
150409437.49607655,19360118.58174321,150909629.91467294,19163547.473497532,150917944.95207375,18784253.401917648
150382883.06212932,19545926.816621095,150879954.80382395,19346098.215053987,150894697.77998975,18967490.660283115
150356119.28295606,19731685.331750836,150850057.7792389,19528509.623029903,150871224.17649156,19150700.76170796
150329146.0242901,19917394.06471575,150819940.75343075,19710781.22202763,150847524.15300313,19333883.433478303
150301963.1555741,20103052.947918132,150789605.65228102,19892912.567308202,150823597.72111773,19517038.402556263
150274570.5498384,20288661.908749465,150759054.41467038,20074903.245333903,150799444.89260238,19700165.395573936
150246968.08358333,20474220.869755186,150728288.99209064,20256752.874314025,150775065.67940226,19883264.138827316
150219155.6366656,20659729.748794354,150697311.34823745,20438461.104753394,150750460.09364557,20066334.358270198
150191133.09218842,20845188.45919461,150666123.45858353,20620027.620003056,150725628.14764845,20249375.779508047
150162900.33639538,21030596.909902662,150634727.30993137,20801452.136812657,150700569.85392025,20432388.12779185
150134457.2585683,21215955.00563062,150603124.8999452,20982734.405883837,150675285.22516903,20615371.12801196
150105803.75092864,21401262.64699841,150571318.23666137,21163874.212424073,150649774.27430722,20798324.504691917
150076939.70854294,21586519.730672475,150539309.3379768,21344871.376700222,150624037.0144577,20981247.981982306
150047865.02923176,21771726.149500977,150507100.23111483,21525725.754591126,150598073.45895997,21164141.28365459
150018579.61348256,21956881.79264562,150474692.9520679,21706437.238138434,150571883.62137672,21347004.13309499
149989083.36436662,22141986.54571025,150442089.5450167,21887005.75609492,150545467.51550063,21529836.253298376
149959376.18745944,22327040.290866353,150409292.06172508,22067431.274469387,150518825.15536147,21712637.366862215
149929457.99076536,22512042.90697547,150376302.5609104,22247713.797067307,150491956.55523342,21895407.195980556
149899328.6846461,22696994.26970863,150343123.10758886,22427853.366026256,150464861.72964284,22078145.462438088
149868988.1817531,22881894.251662772,150309755.7723952,22607850.06234516,150437540.69337612,22260851.887604248
149838436.39696407,23066742.722474217,150276202.63087657,22787704.006406337,150409993.46148813,22443526.192427453
149807673.24732345,23251539.548929095,150242465.7627601,22967415.358489297,150382220.04931056,22626168.097429387
149776698.6519869,23436284.595070742,150208547.25119394,23146984.319275144,150354220.4724611,22808777.322699424
149745512.53216985,23620977.72230395,150174449.18196127,23326411.13034047,150325994.74685243,22991353.587889176
149714114.8110999,23805618.78949605,150140173.6426672,23505696.07463954,150297542.8887019,23173896.612207156
149682505.41397324,23990207.653074708,150105722.72189838,23684839.47697355,150268864.91454127,23356406.114413623
149650684.26791492,24174744.167122353,150071098.50835502,23863841.704445638,150239960.84122702,23538881.812815573
149618651.30194268,24359228.18346712,150036303.08995533,24042703.16690041,150210830.68595076,23721323.42526192
149586406.44693458,24543659.551770266,150001338.55291218,24221424.31734656,150181474.46625006,23903730.66913887
149553949.6356,24728038.119609915,149966206.98078224,24400005.65236126,150151892.2000197,24086103.261365533
149521280.80245394,24912363.732561067,149930910.45348737,24578447.71247485,150122083.90552303,24268440.91838973
149488399.88379443,25096636.23427182,149895451.04630873,24756751.08253445,150092049.60140392,24450743.35618408
149455306.8176828,25280855.466535736,149859830.8288534,24934916.39204494,150061789.30669874,24633010.290242333
149422001.54392675,25465021.269360293,149824051.86399424,25112944.315485846,150031303.0408489,24815241.435575996
149388484.0040656,25649133.48103145,149788116.206783,25290835.572602633,150000590.82371357,24997436.506711263
149354754.14135793,25833191.938174315,149752025.90333718,25468590.928670797,149969652.6755827,25179595.217686262
149320811.90077096,26017196.475809887,149715782.98970142,25646211.194731265,149938488.6171905,25361717.28204863
149286657.22897175,26201146.927408032,149679389.4906836,25823697.227795493,149907098.66972902,25543802.412853464
149252290.07431963,26385043.12493667,149642847.4186666,26001049.93101869,149875482.85486212,25725850.32266163
149217710.3868598,26568884.89890732,149606158.7723966,26178270.253839616,149843641.19473967,25907860.723538477
149182918.11831787,26752672.078417107,149569325.53574827,26355359.192085337,149811573.7120121,26089833.32705296
149147913.22209486,26936404.491187394,149532349.6764686,26532317.788039435,149779280.42984515,26271767.84427718
149112695.65326276,27120081.963599145,149495233.14489973,26709147.130472027,149746761.37193477,26453663.985786416
149077265.36856008,27303704.32072527,149457977.87268224,26885848.354630154,149714016.56252244,26635521.461659554
149041622.32638755,27487271.386360053,149420585.7714403,27062422.642186973,149681046.02641058,26817339.98148008
149005766.48680356,27670782.98304595,149383058.7314497,27238871.221148286,149647849.78897822,26999119.254337505
148969697.81151912,27854238.93209788,149345398.62029034,27415195.36571498,149614427.87619674,27180858.98882936
148933416.2638925,28037639.05362526,149307607.2814851,27591396.396099966,149580780.31464595,27362558.8930637
148896921.8089231,28220983.16655203,149269686.53312606,27767475.6782983,149546907.13153014,27544218.674662173
148860214.41324472,28404271.088634785,149231638.16649035,27943434.62380916,149512808.3546944,27725838.04076363
148823294.04511803,28587502.63647931,149193463.94464752,28119274.689308494,149478484.01264092,27907416.698028363
148786160.67442206,28770677.625555683,149155165.60105985,28294997.376271192,149443934.13454548,28088954.35264289
148748814.27264497,28953795.870212123,149116744.83817837,28470604.23054168,149409158.75027388,28270450.71032537
148711254.812874,29136857.1836878,149078203.32603598,28646096.84185199,149374157.8903985,28451905.476331644
148673482.26978418,29319861.378124762,149039542.7008406,28821476.843286417,149338931.58621478,28633318.35546188
148635496.6196267,29502808.26457914,149000764.5635701,28996745.910691947,149303479.86975774,28814689.05206788
148597297.84021583,29685697.65303177,148961870.47857177,29171905.7620338,149267802.77381846,28996017.27006102
148558885.9109155,29868529.3523984,148922861.97216845,29346958.15669555,149231900.33196038,29177302.712920852
148520260.81262487,30051303.17053956,148883740.5312743,29521904.894723296,149195772.5785356,29358545.08370435
148481422.52776325,30234018.914270237,148844507.60202223,29696747.81601369,149159419.54870093,29539744.085055828
148442371.0402543,30416676.38936942,148805164.58840632,29871488.799445514,149122841.27843395,29720899.419217538
148403106.33550972,30599275.400589634,148765712.8509411,30046129.76195485,149086037.80454862,29902010.78804089
148363628.40041238,30781815.751666494,148726153.7053412,30220672.657553926,149049009.16471082,30083077.892998382
148323937.22329897,30964297.24532836,148686488.42122367,30395119.47629383,149011755.39745364,30264100.435196158
148284032.79394215,31146719.68330614,148646718.22083592,30569472.243171584,148974276.5421922,30445078.115387227
148243915.1035326,31329082.866343252,148606844.27781194,30743733.01698208,148936572.6392383,30626010.633985355
148203584.1446606,31511386.59420583,148566867.7159598,30917903.88911557,148898643.72981474,30806897.691079564
148163039.91129738,31693630.665693115,148526789.608083,31091986.98230167,148860489.85606894,30987738.986449286
148122282.3987766,31875814.878648117,148486610.9748389,31265984.449300848,148822111.06108654,31168534.219580118
148081311.60377535,32057939.029968515,148446332.78363612,31439898.47154461,148783507.38890418,31349283.0896802
148040127.5242955,32240002.91561779,148405955.9475746,31613731.257725794,148744678.88452202,31529985.295697153
147998730.15964478,32422006.33063663,148365481.32443023,31787485.042340476,148705625.59391558,31710640.536335625
147957119.51041794,32603949.069154542,148324909.71568727,31961162.084183153,148666347.56404716,31891248.510075346
147915295.57847828,32785830.924401697,148284241.86562043,32134764.664797124,148626844.8428765,32071808.91518974
147873258.36693898,32967651.688720986,148243478.46042958,32308295.08688203,148587117.479371,32252321.449765027
147831007.8801448,33149411.153580263,148202620.12742922,32481755.672660716,148547165.52351516,32432785.811719816
147788544.12365398,33331109.10958477,148161667.4342951,32655148.762207765,148506989.0263194,32613201.698825132
147745867.10422024,33512745.346489713,148120620.88836974,32828476.711742114,148466588.0398282,32793568.808724876
147702976.82977524,33694319.65321295,148079480.9360295,33001741.891886357,148425962.6171275,32973886.838956688
147659873.30941114,33875831.81784783,148038247.96211442,33174946.685895454,148385112.81235135,33154155.48697314
147616556.5533635,34057281.62767613,147996922.28942308,33348093.487857684,148344038.68068776,33334374.450163297
147573026.5729946,34238668.86918098,147955504.1782736,33521184.700870786,148302740.27838388,33514543.42587453
147529283.38077685,34419993.328059964,147913993.8261326,33694222.73519632,148261217.66275033,33694662.111434616
147485326.99027684,34601254.78923817,147872391.36731324,33867210.00639546,148219470.8921646,33874730.20417403
147441157.41613942,34782453.036881275,147830696.87274313,34040148.9334493,148177500.02607378,34054747.401448436
147396774.67407233,34963587.85440864,147788910.34980357,34213041.93686716,148135305.12499645,34234713.40066134
147352178.78083104,35144659.02450636,147747031.74224025,34385891.436786085,148092886.25052357,34414627.89928679
147307369.7542041,35325666.329140306,147705060.9301463,34558699.85106497,148050243.46531868,34594490.59489219
147262347.61299863,35506609.54956909,147662997.7300179,34731469.59337683,148007376.83311716,34774301.185161114
147217112.37702638,35687488.466356985,147620841.89488256,34904203.07130252,147964286.41872472,34954059.36791611
147171664.06708995,35868302.859386735,147578593.11450008,35076902.68442949,147920972.2880149,35133764.84114143
147126002.70496938,36049052.507872306,147536251.01563576,35249570.822459005,147877434.50792584,35313417.3030057
147080128.31340927,36229737.19037153,147493815.16240564,35422209.86332516,147833673.14645612,35493016.4518844
147034040.91610596,36410356.684798606,147451285.05669293,35594822.1713293,147789688.2726598,35672561.986382164
146987740.53769523,36590910.76843653,147408660.13863483,35767410.09529293,147745479.9566407,35852053.60535494
146941227.2037402,36771399.21794934,147365939.78717867,35939975.96673278,147701048.26954564,36031491.0079318
146894500.94071966,36951821.80939427,147323123.3207063,36112522.09806083,147656393.2835572,36210873.89353647
146847561.77601662,37132178.31823374,147280209.99772516,36285050.7808129,147611515.0718854,36390201.961908594
146800409.7379072,37312468.51934719,147237199.01762438,36457564.28390846,147566413.70875874,36569474.913124524
146753044.8555498,37492692.187042765,147194089.52149454,36630064.85194494,147521089.26941454,36748692.4476178
146705467.15897465,37672849.095068865,147150880.5930087,36802554.70352921,147475541.83008847,36927854.26619913
146657676.67907336,37852939.0166255,147107571.25936309,36975036.02964897,147429771.46800342,37106960.070075914
146609673.44758922,38032961.72437551,147064160.49227482,37147510.99208673,147383778.26135767,37286009.5608713
146561457.4971072,38212916.99045557,147020647.20903483,37319981.72187874,147337562.28931242,37465002.44064268
146513028.86104476,38392804.586487085,146977030.273613,37492450.31782121,147291123.63197878,37643938.41189958
146464387.57364243,38572624.28358689,146933308.49781343,37664918.845026,147244462.37040398,37822817.17762111
146415533.66995502,38752375.85237776,146889480.6424769,37837389.333527684,147197578.58655727,38001638.441272646
146366467.1858428,38932059.062998764,146845545.4187278,38009863.77694393,147150472.36331508,38180401.90682199
146317188.15796307,39111673.68511548,146801501.48926285,38182344.131190725,147103143.78444582,38359107.278754845
146267696.62376183,39291219.48792996,146757347.46967855,38354832.31325406,147055592.9345942,38537754.26208963
146217992.6214658,39470696.24019062,146713081.92983449,38527330.20001925,147007819.89926505,38716342.56239163
146168076.19007453,39650103.71020186,146668703.39524955,38699839.62715913,146959824.76480687,38894871.88578643
146117947.36935282,39829441.66583361,146624210.34852797,38872362.388082035,146911607.6183949,39073341.93897265
146067606.19982317,40008709.87453062,146579601.23081222,39044900.2329403,146863168.54801404,39251752.429234006
146017052.7227587,40187908.10332168,146534874.4432596,39217454.867700025,146814507.64244133,39430103.064450555
145966286.980176,40367036.118828565,146490028.34853968,39390027.95327237,146765624.99122822,39608393.55310935
145915309.01482815,40546093.68727492,146445061.2723494,39562621.10470674,146716520.68468276,39786623.60431424
145864118.8701982,40725080.57449488,146399971.50494277,39735235.89044596,146667194.8138514,39964792.927795015
145812716.59049252,40903996.54594167,146354757.3026727,39907873.83164332,146617647.4705008,40142901.233915806
145761102.22063446,41082841.36669588,146309416.88954118,40080536.40154129,146567878.7470996,40320948.233682744
145709275.80625808,41261614.80147372,146263948.45875573,40253225.024911575,146517888.73679993,40498933.6387509
145657237.39370218,41440316.614635065,146218350.17428902,40425941.07755587,146467677.53341895,40676857.161430545
145604987.0300043,41618946.570191346,146172620.1724388,40598685.88586681,146417245.23142046,40854718.514692634
145552524.76289496,41797504.43181332,146126756.56338575,40771460.72644816,146366591.9258965,41032517.412173666
145499850.64079213,41975989.962838665,146080757.4327465,40944266.825793445,146315717.7125489,41210253.56817979
145446964.7127956,42154402.92627944,146034620.8431193,41117105.36002189,146264622.68767115,41387926.69769031
145393867.02868167,42332743.08482944,145988344.83562016,41289977.45467058,146213306.9481301,41565536.516360424
145340557.63889796,42511010.200871356,145941927.43140715,41462884.184541546,146161770.59134802,41743082.74052344
145287036.59455824,42689204.03648383,145895366.63319033,41635826.57360244,146110013.7152847,41920565.087192275
145233303.94743744,42867324.35344838,145848660.42672575,41808805.59493936,146058036.4184198,42097983.27406034
145179359.7499668,43045370.9132562,145801806.7822911,41981822.17076029,146005838.79973546,42275337.01950187
145125204.05522913,43223343.47711478,145754803.6561417,42154877.17244759,145953420.95869893,42452626.04257169
145070836.91695404,43401241.80595449,145707648.99194443,42327971.4206579,145900782.99524575,42629850.06300434
145016258.38951358,43579065.66043497,145660340.72218853,42501105.68546767,145847925.00976303,42807008.80121273
144961468.52791762,43756814.80095139,145612876.76957163,42674280.68656265,145794847.103073,42984101.97828629
144906467.3878096,43934488.98764069,145565255.04835933,42847497.09346956,145741549.37641698,43161129.315988556
144851255.02546227,44112087.98038756,145517473.46571767,43020755.525828,145688031.9314396,43338090.536754355
144795831.49777353,44289611.538830444,145469529.9230166,43194056.553700864,145634294.8701734,43514985.36368647
144740196.86226237,44467059.42236735,145421422.3171041,43367400.69792139,145580338.2950236,43691813.520551935
144684351.1770649,44644431.39016155,145373148.5415496,43540788.43047485,145526162.3087536,43868574.73177786
144628294.5009305,44821727.20114725,145324706.48785597,43714220.17491317,145471767.01447055,44045268.722446956
144572026.89321792,44998946.61403504,145276094.04663953,43887696.306800485,145417152.51561126,44221895.21829257
144515548.4138917,45176089.38731735,145227309.1087772,44061217.15418778,145362318.91592875,44398453.945693515
144458859.12351847,45353155.27927374,145178349.56652066,44234782.99811482,145307266.31947905,44574944.63166848
144401959.0832633,45530144.047976114,145129213.31457672,44408394.0731374,145251994.83060828,44751367.00387016
144344848.3548864,45707055.45129384,145079898.25115392,44582050.56787831,145196504.5539404,44927720.790579155
144287527.0007396,45883889.24689877,145030402.27897486,44755752.625599995,145140795.59436506,45104005.72069756
144229995.08376297,46060645.19227017,144980723.30625448,44929500.344797306,145084868.05702618,45280221.52374234
144172252.66748166,46237323.04469956,144930859.24764386,45103293.77980858,145028722.04731056,45456367.9298385
144114299.81600258,46413922.561295465,144880808.02513984,45277132.941443376,144972357.6708372,45632444.66971202
144056136.5940114,46590443.49898811,144830567.5689605,45451017.7976252,144915775.03344688,45808451.47468266
143997763.06676933,46766885.61453394,144780135.81838655,45624948.27404765,144858974.2411922,45984388.07665658
143939179.30011025,46943248.66452018,144729510.72256923,45798924.254842445,144801955.40032795,46160254.20811884
143880385.36043766,47119532.405369245,144678690.24130446,45972945.58325777,144744718.61730197,46336049.602125734
143821381.31472185,47295736.59334305,144627672.3457742,46147012.06234561,144687263.99874622,46511773.99229708
143762167.230497,47471860.98454731,144576455.01925504,46321123.45565653,144629591.65146846,46687427.112808384
143702743.17585853,47647905.334935695,144525036.25779465,46495279.4879407,144571701.68244419,46863008.69838292
143643109.21946025,47823869.40031399,144473414.07085657,46669479.845853746,144513594.1988089,47038518.48428379
143583265.43051174,47999752.93634409,144421586.48193395,46843724.17866631,144455269.3078509,47213956.20630592
143523211.8787758,48175555.698548004,144369551.52913266,47018012.09897602,144396727.1170042,47389321.60076803
143462948.63456577,48351277.44231175,144317307.2657247,47192343.18342089,144337967.733842,47564614.40450457
143402475.7687431,48526917.92288918,144264851.76067218,47366716.973392904,144278991.26607043,47739834.35485768
143341793.35271487,48702476.89540577,144212183.09912306,47541132.975750946,144219797.82152268,47914981.18966918
143280901.45843136,48877954.11486231,144159299.38287875,47715590.66353199,144160387.5081533,48090054.64727247
143219800.15838373,49053349.33613855,144106198.73083484,47890089.476659715,144100760.43403295,48265054.46648462
143158489.52560157,49228662.31399678,144052879.2793954,48064628.822649635,144040916.70734355,48439980.386598386
143096969.63365075,49403892.80308535,143999339.18286175,48239208.077310026,143980856.43637347,48614832.147374295
143035240.55663115,49579040.55794212,143945576.6137963,48413826.585437804,143920579.7295132,48789609.48903283
142973302.3691744,49754105.332997896,143891589.7633626,48588483.661508754,143860086.69525135,48964312.15224663
142911155.14644176,49929086.882579714,143837376.84164184,48763178.59036137,143799377.44217068,49138939.87813282
142848798.9641221,50103984.960914195,143782936.07792732,48937910.62787381,143738452.07894468,49313492.408245355
142786233.8984296,50278799.32213073,143728265.72099677,49112679.001633264,143677310.71433422,49487969.48456753
142723460.026102,50453529.7202647,143673364.03936422,49287482.911597446,143615953.4571845,49662370.84950451
142660477.42439836,50628175.909260586,143618229.32151166,49462321.53074749,143554380.4164222,49836696.245876014
142597286.1710972,50802737.64297504,143562859.87610143,49637194.00573205,143492591.70105296,50010945.41690909
142533886.34449455,50977214.675179936,143507254.0321701,49812099.457502104,143430587.420159,50185118.10623096
142470278.02340212,51151606.75956533,143451410.13930458,49987036.98193614,143368367.68289688,50359214.05786204
142406461.28714532,51325913.649742424,143395326.56780156,50162005.650455445,143305932.5984956,50533233.01620906
142342436.21556154,51500135.099246405,143339001.7088104,50337004.51062922,143243282.27625483,50707174.72605823
142278202.88899833,51674270.86153932,143282433.97446066,50512032.58676932,143180416.82554328,50881038.932568654
142213761.38831162,51848320.690012865,143225621.79797515,50687088.88051433,143117336.3557973,51054825.38126578
142149111.79486403,52022284.337991126,143168563.63376868,50862172.37140292,143054040.9765196,51228533.81803501
142084254.1905231,52196161.55873331,143111257.9575337,51037282.0174363,142990530.79727826,51402163.98911539
142019188.65765968,52369952.10543637,143053703.26631325,51212416.75562966,142926805.9277056,51575715.641093515
141953915.2791463,52543655.73123767,142995898.07856214,51387575.502552494,142862866.47749752,51749188.52089752
141888434.13835558,52717272.18921757,142937840.93419656,51562757.154857844,142798712.55641276,51922582.37579117
141822745.31915852,52890801.23240192,142879530.39463347,51737960.58980032,142734344.27427232,52095896.95336812
