vx_JW,vy_JW
-6867.087811938302,-110153.78343718038
-6726.011703426316,-110162.62725888766
-6584.92377553539,-110171.28645253192
-6443.82427982066,-110179.76100135031
-6302.713467863638,-110188.05088895306
-6161.591591271561,-110196.15609932346
-6020.458901676753,-110204.07661681798
-5879.315650735976,-110211.81242616627
-5738.162090129784,-110219.36351247123
-5596.9984715618775,-110226.72986120901
-5455.825046758461,-110233.9114582291
-5314.642067467595,-110240.90828975431
-5173.449785458548,-110247.72034238091
-5032.248452521156,-110254.34760307854
-4891.038320465172,-110260.79005919033
-4749.819641119623,-110267.0476984329
-4608.5926663321625,-110273.1205088964
-4467.357647968424,-110279.00847904457
-4326.114837911377,-110284.71159771469
-4184.86448806068,-110290.22985411769
-4043.606850332032,-110295.56323783813
-3902.34217665653,-110300.71173883424
-3761.07071898002,-110305.67534743797
-3619.792729262453,-110310.45405435492
-3478.508459477237,-110315.04785066449
-3337.218161610591,-110319.45672781978
-3195.9220876608993,-110323.68067764769
-3054.620489638065,-110327.71969234891
-2913.3136195628636,-110331.57376449791
-2772.001729466296,-110335.24288704299
-2630.685071388945,-110338.72705330627
-2489.363897380324,-110342.0262569837
-2348.038459498235,-110345.14049214512
-2206.7090098081217,-110348.06975323414
-2065.375800382421,-110350.81403506831
-1924.0390832999194,-110353.37333283901
-1782.6991106451055,-110355.74764211148
-1641.356134507524,-110357.93695882485
-1500.0104069811296,-110359.9412792921
-1358.6621801636409,-110361.76060020011
-1217.3117061558949,-110363.39491860959
-1075.9592370612002,-110364.84423195512
-934.6050249846919,-110366.10853804518
-793.2493220326853,-110367.18783506205
-651.89238031203,-110368.08212156189
-510.53445192946464,-110368.79139647467
-369.1757889909706,-110369.31565910419
-227.8166436011273,-110369.65490912808
-86.45726786246613,-110369.80914659773
54.9020861251752,-110369.77837193834
196.26116626529708,-110369.56258594888
337.619720465384,-110369.16178980205
478.9774966375492,-110368.57598504428
620.3342426991802,-110367.80517359573
761.6897065735833,-110366.84935775021
903.043636190628,-110365.70854017521
1044.395779487393,-110364.38272391187
1185.7458844088087,-110362.87191237493
1327.0936989083036,-110361.1761093527
1468.4389709484478,-110359.29531900707
1609.7814485015972,-110357.22954587342
1751.1208795505372,-110354.97879486064
1892.4570120891276,-110352.54307125109
2033.7895941229451,-110349.92238070052
2175.1183736699277,-110347.1167292381
2316.443098761018,-110344.12612326632
2457.7635174408065,-110340.950569561
2599.0793777681743,-110337.5900752712
2740.390427816937,-110334.04464791925
2881.696415676487,-110330.31429540062
3022.9970894524354,-110326.39902598395
3164.2921972672557,-110322.29884831095
3305.5814872609253,-110318.0137713964
3446.8647075915683,-110313.54380462806
3588.141606436096,-110308.88895776663
3729.4119319908505,-110304.04924094571
3870.6754324722447,-110299.02466467174
4011.9318561174036,-110293.81523982396
4153.180951184807,-110288.42097765433
4294.422465954928,-110282.84188978748
4435.656148730875,-110277.07798822066
4576.881747839034,-110271.12928532365
4718.099011629704,-110264.99579383877
4859.307688477743,-110258.67752688071
5000.507526783202,-110252.17449793659
5141.698274971968,-110245.48672086578
5282.879681496404,-110238.61420989991
5424.051494835985,-110231.55697964277
5565.213463497938,-110224.31504507024
5706.365336017882,-110216.88842153021
5847.506860960466,-110209.27712474256
5988.637786920003,-110201.48117079899
6129.7578625211145,-110193.50057616306
6270.866836419363,-110185.33535767002
6411.96445730189,-110176.98553252677
6553.050473888056,-110168.45111831179
6694.124634930074,-110159.73213297503
6835.186689213645,-110150.82859483785
6976.236385558598,-110141.74052259294
7117.273472819525,-110132.46793530422
7258.2976998864115,-110123.01085240675
7399.308815685278,-110113.36929370667
7540.306569178813,-110103.54327938106
7681.2907093670065,-110093.53282997792
7822.260985287784,-110083.33796641603
7963.217146017642,-110072.95870998484
8104.158940672282,-110062.39508234445
8245.086118407242,-110051.64710552541
8385.99842841853,-110040.71480192873
8526.895619943261,-110029.59819432569
8667.77744226028,-110018.29730585782
8808.643644690803,-110006.81216003673
8949.493976599046,-109995.14278074405
9090.328187392852,-109983.2891922313
9231.14602652433,-109971.25141911981
9371.947243490478,-109959.0294864006
9512.73158783382,-109946.62341943427
9653.49880914303,-109934.03324395088
9794.248657053564,-109921.25898604988
9934.980881248292,-109908.30067219996
10075.69523145812,-109895.15832923893
10216.391457462627,-109881.83198437362
10357.069309090686,-109868.32166517981
10497.728536221095,-109854.62739960203
10638.368888783205,-109840.74921595349
10778.990116757544,-109826.68714291594
10919.591970176447,-109812.44120953957
11060.174199124676,-109798.01144524287
11200.736553740056,-109783.39787981252
11341.27878421409,-109768.60054340324
11481.80064079259,-109753.6194665377
11622.3018737763,-109738.45468010636
11762.782233521519,-109723.10621536734
11903.241470440726,-109707.57410394633
12043.679335003202,-109691.8583778364
12184.095577735656,-109675.95906939791
12324.489949222841,-109659.87621135837
12464.862200108184,-109643.60983681226
12605.212081094402,-109627.15997922097
12745.539342944121,-109610.52667241261
12885.843736480505,-109593.70995058186
13026.12501258787,-109576.70984828987
13166.382922212306,-109559.52640046408
13306.61721636229,-109542.1596423981
13446.827646109317,-109524.60960975154
13587.01396258851,-109506.87633854992
13727.175916999235,-109488.95986518444
13867.313260605726,-109470.86022641191
14007.4257447377,-109452.57745935454
14147.51312079097,-109434.11160149981
14287.575140228066,-109415.46269070035
14427.611554578842,-109396.63076517373
14567.622115441103,-109377.61586350232
14707.606574481211,-109358.41802463317
14847.5646834347,-109339.03728787781
14987.496194106894,-109319.47369291213
15127.400858373512,-109299.72727977615
15267.278428181291,-109279.79808887395
15407.128655548588,-109259.68616097345
15546.951292565998,-109239.39153720623
15686.746091396964,-109218.91425906743
15826.512804278385,-109198.25436841551
15966.251183521228,-109177.41190747214
16105.960981511134,-109156.386918822
16245.641950709036,-109135.1794454126
16385.293843651758,-109113.78953055418
16524.91641295262,-109092.2172179194
16664.509411302068,-109070.46255154333
16804.072591468244,-109048.52557582314
16943.605706297625,-109026.40633551798
17083.108508715613,-109004.10487574882
17222.580751727142,-108981.62124199822
17362.022188417286,-108958.95548011019
17501.43257195186,-108936.10763629
17640.811655578025,-108913.07775710401
17780.159192624888,-108889.86588947942
17919.474936504106,-108866.47208070417
18058.758640710497,-108842.89637842673
18198.01005882262,-108819.13883065584
18337.228944503397,-108795.19948576043
18476.4150515007,-108771.07839246935
18615.568133647954,-108746.77559987124
18754.68794486474,-108722.29115741428
18893.774239157396,-108697.62511490601
19032.82677061959,-108672.77752251319
19171.845293432954,-108647.74843076151
19310.829561867653,-108622.53789053546
19449.779330282992,-108597.14595307811
19588.69435312801,-108571.57266999094
19727.574384942072,-108545.81809323357
19866.41918035547,-108519.88227512361
20005.22849409001,-108493.76526833647
20144.002080959603,-108467.46712590511
20282.739695870863,-108440.98790121985
20421.441093823698,-108414.32764802818
20560.106029911898,-108387.48642043452
20698.734259323726,-108360.46427290005
20837.325537342513,-108333.26126024248
20975.879619347237,-108305.87743763582
21114.396260813122,-108278.3128606102
21252.87521731222,-108250.56758505161
21391.316244513997,-108222.64166720177
21529.719098185924,-108194.5351636578
21668.08353419406,-108166.2481313721
21806.409308503637,-108137.78062765206
21944.69617717965,-108109.1327101599
22082.94389638743,-108080.3044369124
22221.152222393244,-108051.2958662807
22359.320911564857,-108022.10705699009
22497.44972037213,-107992.73806811975
22635.538405387593,-107963.18895910255
22773.586723287033,-107933.45978972483
22911.59443085007,-107903.55062012613
23049.561284960728,-107873.46151079901
23187.48704260803,-107843.19252258881
23325.371460886563,-107812.74371669338
23463.214296997063,-107782.1151546629
23601.01530824698,-107751.30689839959
23738.774252051076,-107720.31901015753
23876.490885931973,-107689.1515525424
24014.16496752075,-107657.80458851125
24151.796254557506,-107626.27818137224
24289.38450489193,-107594.57239478442
24426.929476483878,-107562.68729275749
24564.430927403955,-107530.62293965154
24701.88861583407,-107498.37940017684
24839.302300068004,-107465.95673939357
24976.671738512003,-107433.35502271158
25113.996689685322,-107400.57431589015
25251.276912220805,-107367.61468503774
25388.51216486545,-107334.47619661174
25525.702206480975,-107301.15891741822
25662.846796044392,-107267.66291461169
25799.945692648558,-107233.98825569483
25936.99865550275,-107200.13500851826
26074.005443933223,-107166.10324128027
26210.96581738378,-107131.89302252656
26347.879535416327,-107097.50442115002
26484.746357711436,-107062.93750639042
26621.566044068913,-107028.19234783418
26758.33835440835,-106993.26901541413
26895.06304876969,-106958.16757940923
27031.73988731378,-106922.8881104443
27168.368630322926,-106887.43067948977
27304.94903820147,-106851.79535786143
27441.48087147632,-106815.98221722011
27577.96389079752,-106779.9913295715
27714.39785693881,-106743.82276726581
27850.782530798162,-106707.47660299754
27987.117673398352,-106670.95290980523
28123.403045887502,-106634.25176107112
28259.63840953964,-106597.37323052096
28395.823525755233,-106560.31739222366
28531.958156061766,-106523.08432059111
28668.042062114262,-106485.67409037783
28804.075005695853,-106448.08677668072
28940.05674871831,-106410.3224549388
29075.987053222612,-106372.38120093288
29211.86568137947,-106334.26309078539
29347.69239548988,-106295.96820095998
29483.466957985685,-106257.49660826131
29619.18913143009,-106218.84838983476
29754.858678518216,-106180.02362316614
29890.475362077665,-106141.0223860814
30026.038945069024,-106101.84475674636
30161.549190586433,-106062.49081366643
30297.005861858113,-106022.96063568631
30432.408722246913,-105983.25430198968
30567.757535250843,-105943.371892099
30703.05206450361,-105903.31348587513
30838.292073775156,-105863.07916351705
30973.4773269722,-105822.66900556163
31108.607588138766,-105782.0830928833
31243.682621456723,-105741.32150669374
31378.702191246317,-105700.38432854162
31513.666061966695,-105659.27164031229
31648.573998216452,-105617.98352422747
31783.425764734155,-105576.52006284498
31918.221126398865,-105534.88133905845
32052.959848230686,-105493.06743609699
32187.641695391274,-105451.07843752489
32322.266433184373,-105408.91442724135
32456.833827056347,-105366.57548948018
32591.343642596697,-105324.06170880946
32725.795645538597,-105281.37317013126
32860.189601759404,-105238.50995868136
32994.525277281195,-105195.47216002888
33128.80243827128,-105152.25986007604
33263.02085104274,-105108.87314505785
33397.18028205492,-105065.31210154174
33531.28049791398,-105021.57681642732
33665.321265373386,-104977.66737694602
33799.30235133447,-104933.58387066082
33933.223522846885,-104889.32638546592
34067.08454710919,-104844.89500958643
34200.885191469315,-104800.28983157805
34334.62522342511,-104755.51094032677
34468.30441062483,-104710.55842504856
34601.922520867665,-104665.432375289
34735.479322104264,-104620.13288092306
34868.97458243722,-104574.66003215469
35002.4080701216,-104529.01391951654
35135.77955356545,-104483.19463386967
35269.088801330305,-104437.20226640317
35402.33558213169,-104391.03690863389
35535.51966483964,-104344.69865240608
35668.6408184792,-104298.1875898911
35801.698812230934,-104251.50381358706
35934.693415431415,-104204.64741631855
36067.624397573745,-104157.61849123625
36200.49152830807,-104110.41713181666
36333.294577442044,-104063.04343186172
36466.033314941364,-104015.49748549853
36598.70751093026,-103967.779387179
36731.316935692,-103919.88923167951
36863.861359669354,-103871.8271141006
36996.34055346516,-103823.59312986663
37128.754287842756,-103775.18737472543
37261.10233372651,-103726.60994474802
37393.38446220229,-103677.86093632822
37525.600444518,-103628.94044618231
37657.75005208404,-103579.84857134878
37789.8330564738,-103530.58540918787
37921.84922942416,-103481.15105738134
38053.79834283599,-103431.54561393207
38185.68016877461,-103381.76917716376
38317.49447947032,-103331.82184572055
38449.24104731884,-103281.7037185667
38580.919644881855,-103231.41489498626
38712.53004488745,-103180.95547458272
38844.072020230604,-103130.32555727864
38975.54534397371,-103079.52524331537
39106.949789347025,-103028.55463325261
39238.28512974915,-102977.41382796818
39369.55113874754,-102926.10292865758
39500.74759007896,-102874.6220368337
39631.874257649964,-102822.9712543264
39762.9309155374,-102771.15068328229
39893.91733798886,-102719.16042616424
40024.833299423175,-102667.00058575111
40155.67857443087,-102614.6712651374
40286.45293777468,-102562.17256773286
40417.15616438998,-102509.50459726217
40547.788029385265,-102456.66745776458
40678.34830804267,-102403.66125359353
40808.83677581837,-102350.48608941634
40939.25320834311,-102297.14207021383
41069.59738142264,-102243.62930127994
41199.8690710382,-102189.94788822143
41330.068053346986,-102136.09793695749
41460.19410468261,-102082.07955371936
41590.24700155558,-102027.89284505002
41720.22652065374,-101973.5379178038
41850.13243884277,-101919.01487914601
41979.96453316661,-101864.3238365526
42109.72258084796,-101809.46489780981
42239.406359288725,-101754.43817101377
42369.015646070446,-101699.24376457014
42498.55021895482,-101643.88178719381
42628.00985588412,-101588.35234790844
42757.39433498165,-101532.65555604616
42886.70343455221,-101476.79152124719
43015.93693308257,-101420.76035345945
43145.094609241896,-101364.56216293824
43274.17624188222,-101308.19706024582
43403.18161003889,-101251.66515625105
43532.11049293102,-101194.96656212908
43660.96266996195,-101138.10138936088
43789.73792071968,-101081.06974973295
43918.43602497733,-101023.87175533694
44047.0567626936,-100966.5075185692
44175.5999140132,-100908.97715213052
44304.065259267285,-100851.28076902567
44432.45257897394,-100793.41848256308
44560.76165383859,-100735.39040635442
44688.99226475446,-100677.19665431425
44817.144192803,-100618.83734065964
44945.217219254366,-100560.31257990978
45073.2111255678,-100501.62248688564
45201.12569339215,-100442.76717670955
45328.96070456622,-100383.74676480483
45456.71594111928,-100324.56136689545
45584.39118527147,-100265.21109900557
45711.98621943423,-100205.69607745922
45839.50082621076,-100146.01641887991
45966.93478839643,-100086.17224019024
46094.287888979234,-100026.16365861152
46221.55991114021,-99965.99079166337
46348.75063825387,-99905.65375716337
46475.859853888636,-99845.15267322664
46602.887341807276,-99784.48765826547
46729.832885967306,-99723.65883098895
46856.696270521454,-99662.66631040254
46983.47727981806,-99601.51021580772
47110.17569840151,-99540.1906668016
47236.79131101266,-99478.7077832765
47363.32390258927,-99417.06168541963
47489.7732582664,-99355.25249371259
47616.13916337687,-99293.28032893108
47742.421403451655,-99231.1453121445
47868.6197642203,-99168.84756471546
47994.73403161135,-99106.3872082995
48120.76399175278,-99043.76436484464
48246.70943097238,-98980.97915659104
48372.57013579822,-98918.03170607053
48498.345892959,-98854.92213610624
48624.036489384525,-98791.65056981225
48749.64171220609,-98728.21713059316
48875.161348756876,-98664.62194214368
49000.595186572406,-98600.86512844826
49125.94301339091,-98536.94681378068
49251.20461715377,-98472.86712270365
49376.379786005906,-98408.62618006842
49501.46830829618,-98344.22411101435
49626.46997257782,-98279.66104096858
49751.38456760882,-98214.93709564555
49876.21188235234,-98150.05240104666
50000.95170597712,-98085.00708345983
50125.60382785785,-98019.8012694591
50250.168037575626,-97954.43508590426
50374.644124918304,-97888.90865994043
50499.031879880924,-97823.22211899761
50623.33109266609,-97757.37559079038
50747.541553684394,-97691.3692033174
50871.66305355478,-97625.20308486103
50995.695383104976,-97558.87736398695
51119.63833337186,-97492.39216954373
51243.49169560187,-97425.74763066243
51367.25526125138,-97358.94387675621
51490.928821987116,-97291.98103751987
51614.512169686524,-97224.85924292951
51738.00509643817,-97157.57862324207
51861.40739454215,-97090.13930899493
51984.71885651042,-97022.54143100553
52107.93927506726,-96954.78512037094
52231.068443149605,-96886.87050846743
52354.10615390743,-96818.79772695008
52477.052200704165,-96750.56690775238
52599.90637711706,-96682.17818308578
52722.668476937586,-96613.63168543931
52845.33829417177,-96544.92754757917
52967.91562304063,-96476.06590254827
53090.40025798052,-96407.04688366588
53212.791993643514,-96337.87062452718
53335.090624897806,-96268.53725900281
53457.29594682805,-96199.04692123855
53579.407754735774,-96129.39974565481
53701.42584413971,-96059.59586694626
53823.35001077621,-95989.63542008138
53945.180050599585,-95919.5185403021
54066.91575978251,-95849.24536312334
54188.55693471636,-95778.81602433258
54310.10337201162,-95708.23065998948
54431.55486849819,-95637.48940642542
54552.91122122584,-95566.59240024311
54674.17222746449,-95495.53977831618
54795.337684704646,-95424.3316777887
54916.4073906577,-95352.96823607483
55037.38114325637,-95281.44959085835
55158.25874065497,-95209.77588009226
55279.03998122987,-95137.94724199836
55399.72466357978,-95065.96381506682
55520.312586526146,-94993.82573805572
55640.8035491135,-94921.5331499907
55761.19735060983,-94849.0861901645
55881.49379050692,-94776.48499813651
56001.6926685207,-94703.72971373238
56121.79378459164,-94630.82047704357
56241.796938885054,-94557.75742842696
56361.7019317915,-94484.54070850438
56481.508563927084,-94411.17045816222
56601.21663613386,-94337.64681855097
56720.82594948014,-94263.96993108482
56840.33630526086,-94190.13993744121
56959.74750499795,-94116.15697956044
57079.05935044062,-94042.02119964518
57198.271643565786,-93967.73274016009
57317.38418657835,-93893.29174383139
57436.39678191157,-93818.69835364638
57555.30923222742,-93743.95271285308
57674.121340416896,-93669.05496495974
57792.83290960039,-93594.00525373445
57911.443743128,-93518.80372320469
58029.95364457991,-93443.4505176569
58148.362417766686,-93367.94578163602
58266.66986672964,-93292.28965994515
58384.87579574115,-93216.48229764498
58502.98000930503,-93140.52384005347
58620.98231215681,-93064.41443274537
58738.88250926411,-92988.15422155178
58856.68040582697,-92911.74335255976
58974.375807278164,-92835.18197211182
59091.96851928354,-92758.47022680556
59209.45834774235,-92681.60826349317
59326.84509878759,-92604.59622928104
59444.1285787863,-92527.43427152935
59561.30859433993,-92450.12253785152
59678.38495228461,-92372.6611761139
59795.357459691535,-92295.05033443526
59912.22592386726,-92217.29016118638
60028.990152354025,-92139.38080498959
60145.64995293006,-92061.32241471835
60262.20513360996,-91983.11513949683
60378.65550264493,-91904.75912869943
60495.00086852316,-91826.25453195034
60611.24103997013,-91747.60149912315
60727.375825948926,-91668.80018034037
60843.40503566054,-91589.850725973
60959.3284785442,-91510.75328664007
61075.145964277704,-91431.50801320827
61190.857302777695,-91352.1150567914
61306.462304199995,-91272.57456875002
61421.960778939916,-91192.88670069096
61537.352537632556,-91113.05160446689
61652.637391153134,-91033.06943217591
61767.81515061728,-90952.94033616103
61882.885627381336,-90872.6644690098
61997.84863304269,-90792.24198355385
62112.70397944006,-90711.6730328684
62227.4514786538,-90630.95777027193
62342.09094300621,-90550.09634932555
62456.62218506183,-90469.08892383278
62571.045017627766,-90387.93564783891
62685.35925375395,-90306.63667563065
62799.56470673349,-90225.1921617357
62913.66119010291,-90143.60226092226
63027.648517642505,-90061.86712819859
63141.526503376605,-89979.98691881257
63255.29496157388,-89897.96178825128
63368.95370674764,-89815.79189224051
63482.50255365611,-89733.47738674434
63595.94131730274,-89651.0184279647
63709.26981293651,-89568.41517234086
63822.48785605219,-89485.66777654909
63935.59526239065,-89402.77639750212
64048.59184793914,-89319.74119234875
64161.47742893159,-89236.56231847334
64274.25182184889,-89153.23993349544
64386.91484341918,-89069.77419526926
64499.466310618125,-88986.16526188327
64611.906040669215,-88902.41329165977
64724.23385104404,-88818.51844315439
64836.44955946256,-88734.48087515564
64948.55298389343,-88650.30074668452
65060.543942554235,-88565.97821699399
65172.42225391178,-88481.51344556858
65284.1877366824,-88396.90659212394
65395.840209832175,-88312.15781660633
65507.379492577275,-88227.26727919222
65618.8054043842,-88142.23514028786
65730.11776497005,-88057.06156052872
65841.31639430285,-87971.74670077917
65952.40111260173,-87886.29072213196
66063.37174033729,-87800.69378590777
66174.22809823182,-87714.95605365477
66284.97000725957,-87629.07768714812
66395.59728864707,-87543.05884838963
66506.10976387332,-87456.89969960718
66616.50725467013,-87370.60040325434
66726.78958302231,-87284.1611220099
66836.95657116805,-87197.58201877741
66947.00804159905,-87110.86325668472
67056.9438170609,-87024.00499908357
67166.76372055327,-86937.00740954907
67276.46757533017,-86849.87065187929
67386.05520490029,-86762.59489009477
67495.52643302716,-86675.18028843812
67604.88108372947,-86587.62701137351
67714.11898128132,-86499.93522358625
67823.23995021246,-86412.10508998229
67932.24381530855,-86324.13677568783
68041.13040161144,-86236.03044604883
68149.89953441941,-86147.78626663052
68258.55103928738,-86059.404403217
68367.08474202725,-85970.88502181077
68475.50046870807,-85882.22828863224
68583.79804565632,-85793.43437011928
68691.97729945621,-85704.50343292685
68800.03805694982,-85615.43564392641
68907.98014523747,-85526.23117020553
69015.80339167787,-85436.89017906746
69123.5076238884,-85347.41283803059
69231.09266974541,-85257.79931482811
69338.55835738435,-85168.04977740743
69445.90451520009,-85078.1643939298
69553.13097184719,-84988.14333276982
69660.23755624006,-84897.986762515
69767.22409755323,-84807.69485196525
69874.09042522164,-84717.26777013253
69980.83636894081,-84626.70568624028
70087.46175866712,-84536.00876972302
70193.96642461803,-84445.17719022588
70300.35019727232,-84354.2111176041
70406.61290737029,-84263.11072192265
70512.75438591409,-84171.87617345572
70618.77446416783,-84080.50764268624
70724.67297365791,-83989.00530030548
70830.44974617321,-83897.36931721253
70936.10461376532,-83805.5998645139
71041.63740874875,-83713.69711352303
71147.04796370122,-83621.66123575978
71252.33611146382,-83529.49240295005
71357.5016851413,-83437.1907870253
71462.54451810221,-83344.75656012207
71567.46444397923,-83252.18989458149
71672.26129666931,-83159.4909629489
71776.93491033393,-83066.65993797332
71881.48511939932,-82973.69699260703
71985.91175855667,-82880.60230000506
72090.21466276234,-82787.37603352481
72194.39366723814,-82694.01836672549
72298.44860747147,-82600.52947336773
72402.37931921559,-82506.9095274131
72506.1856384898,-82413.15870302364
72609.86740157969,-82319.2771745614
72713.42444503732,-82225.26511658798
72816.85660568149,-82131.12270386408
72920.16372059788,-82036.850111349
73023.34562713931,-81942.44751420025
73126.40216292594,-81847.91508777298
73229.33316584547,-81753.25300761966
73332.13847405337,-81658.46144948945
73434.81792597308,-81563.5405893279
73537.37136029621,-81468.49060327635
73639.79861598273,-81373.3116676716
73742.09953226123,-81278.00395904532
73844.27394862908,-81182.56765412366
73946.32170485264,-81087.00292982679
74048.24264096747,-80991.3099632684
74150.03659727852,-80895.48893175526
74251.70341436037,-80799.54001278675
74353.24293305738,-80703.46338405441
74454.65499448392,-80607.25922344146
74555.93944002455,-80510.92770902236
74657.09611133425,-80414.46901906231
74758.12485033856,-80317.88333201679
74859.02549923385,-80221.17082653116
74959.79790048744,-80124.33168144012
75060.44189683784,-80027.36607576729
75160.95733129497,-79930.27418872472
75261.34404714024,-79833.05619971245
75361.6018879269,-79735.71228831803
75461.73069748007,-79638.24263431606
75561.73031989706,-79540.64741766774
75661.6005995475,-79442.9268185204
75761.3413810735,-79345.08101720699
75860.95250938988,-79247.1101942457
75960.43382968439,-79149.01453033945
76059.7851874178,-79050.79420637542
76159.00642832415,-78952.44940342457
76258.09739841093,-78853.98030274124
76357.05794395924,-78755.38708576263
76455.88791152398,-78656.66993410837
76554.58714793406,-78557.82902958001
76653.15550029252,-78458.86455416061
76751.59281597675,-78359.77669001425
76849.8989426387,-78260.56561948553
76948.07372820497,-78161.2315250992
77046.11702087705,-78061.77458955959
77144.02866913148,-77962.19499575024
77241.80852172004,-77862.49292673335
77339.4564276699,-77762.66856574937
77436.9722362838,-77662.72209621652
77534.3557971402,-77562.65370173033
77631.60696009353,-77462.4635660632
77728.72557527426,-77362.15187316386
77825.71149308914,-77261.718807157
77922.56456422132,-77161.16455234271
78019.28463963055,-77060.48929319612
78115.87157055335,-76959.69321436684
78212.32520850316,-76858.77650067856
78308.64540527048,-76757.73933712857
78404.83201292311,-76656.58190888728
78500.88488380624,-76555.30440129775
78596.80387054264,-76453.90699987527
78692.58882603284,-76352.38989030683
78788.23960345524,-76250.75325845074
78883.75605626631,-76148.99729033609
78979.13803820076,-76047.1221721623
79074.38540327168,-75945.1280902987
79169.49800577066,-75843.01523128404
79264.47570026801,-75740.78378182597
79359.3183416129,-75638.43392880069
79454.02578493349,-75535.96585925238
79548.59788563706,-75433.3797603928
79643.03449941028,-75330.6758196008
79737.3354822192,-75227.85422442188
79831.50069030955,-75124.91516256769
79925.52998020677,-75021.85882191556
80019.42320871627,-74918.68539050811
80113.18023292348,-74815.3950565527
80206.80091019404,-74711.98800842102
80300.28509817399,-74608.46443464859
80393.63265478982,-74504.82452393434
80486.84343824872,-74401.0684651401
80579.91730703863,-74297.19644729016
80672.85411992847,-74193.20865957081
80765.6537359682,-74089.10529132988
80858.31601448903,-73984.88653207623
80950.84081510354,-73880.55257147936
81043.22799770579,-73776.1035993689
81135.47742247151,-73671.53980573415
81227.58894985818,-73566.86138072363
81319.56244060525,-73462.06851464459
81411.39775573419,-73357.16139796261
81503.09475654867,-73252.14022130104
81594.6533046347,-73147.00517544063
81686.07326186074,-73041.756451319
81777.35449037787,-72936.39424003022
81868.49685261988,-72830.91873282433
81959.50021130343,-72725.33012110686
82050.36442942818,-72619.62859643842
82141.08937027691,-72513.81435053417
82231.67489741565,-72407.8875752634
82322.12087469382,-72301.84846264908
82412.42716624435,-72195.69720486733
82502.59363648381,-72089.43399424705
82592.62015011253,-71983.05902326938
82682.50657211473,-71876.57248456727
82772.25276775863,-71769.97457092501
82861.85860259662,-71663.2654752778
82951.32394246533,-71556.44539071125
83040.64865348578,-71449.51451046091
83129.8326020635,-71342.47302791185
83218.87565488862,-71235.32113659818
83307.77767893604,-71128.05903020255
83396.53854146552,-71020.68690255577
83485.15811002179,-70913.20494763624
83573.63625243469,-70805.61335956962
83661.97283681929,-70697.91233262823
83750.16773157594,-70590.1020612307
83838.2208053905,-70482.18273994148
83926.13192723435,-70374.15456347029
84013.90096636456,-70266.01772667182
84101.52779232396,-70157.77242454514
84189.01227494133,-70049.41885223327
84276.3542843314,-69940.95720502276
84363.55369089506,-69832.38767834318
84450.6103653194,-69723.71046776668
84537.52417857785,-69614.92576900756
84624.2950019303,-69506.03377792174
84710.92270692317,-69397.03469050635
84797.40716538955,-69287.92870289928
84883.7482494493,-69178.71601137868
84969.94583150912,-69069.39681236251
85055.99978426269,-68959.97130240811
85141.90998069076,-68850.43967821173
85227.67629406127,-68740.802136608
85313.2985979294,-68631.05887456961
85398.77676613776,-68521.21008920674
85484.11067281637,-68411.2559777666
85569.30019238289,-68301.19673763306
85654.34519954259,-68191.03256632609
85739.24556928854,-68080.76366150136
85824.00117690169,-67970.39022094979
85908.61189795092,-67859.91244259704
85993.07760829318,-67749.33052450308
86077.39818407358,-67638.64466486176
86161.57350172545,-67527.8550620003
86245.60343797048,-67416.96191437886
86329.48786981877,-67305.96542059009
86413.22667456896,-67194.86577935865
86496.81972980827,-67083.66318954076
86580.26691341263,-66972.35785012376
86663.56810354677,-66860.94996022564
86746.72317866427,-66749.43971909455
86829.73201750769,-66637.8273261084
86912.59449910864,-66526.11298077439
86995.31050278785,-66414.29688272851
87077.87990815527,-66302.37923173513
87160.30259511016,-66190.36022768653
87242.57844384116,-66078.24007060242
87324.7073348264,-65966.01896062955
87406.6891488335,-65853.69709804116
87488.52376691977,-65741.2746832366
87570.2110704322,-65628.75191674083
87651.75094100757,-65516.12899920402
87733.14326057254,-65403.40613140102
87814.38791134371,-65290.583514230944
87895.48477582772,-65177.661348716734
87976.43373682127,-65064.63983600466
88057.23467741127,-64951.5191773639
88137.88748097485,-64838.29957418609
88218.3920311795,-64724.98122798481
88298.74821198305,-64611.56434039523
88378.95590763388,-64498.04911317355
88459.01500267083,-64384.43574819662
88538.92538192339,-64270.72444746146
88618.68693051173,-64156.91541308481
88698.29953384677,-64043.00884730267
88777.76307763025,-63929.00495246985
88857.0774478548,-63814.90393105951
88936.24253080398,-63700.70598566274
89015.25821305242,-63586.411318988066
89094.1243814658,-63472.02013386101
89172.84092320094,-63357.532633223665
89251.40772570591,-63242.94902013419
89329.82467672005,-63128.26949776641
89408.09166427403,-63013.494269409326
89486.20857668994,-62898.62353846669
89564.17530258132,-62783.657508456534
89641.99173085325,-62668.59638301074
89719.65775070236,-62553.44036587457
89797.17325161699,-62438.18966090622
89874.53812337712,-62322.84447207636
89951.75225605452,-62207.40500346772
90028.81554001277,-62091.87145927459
90105.72786590733,-61976.244043802406
90182.48912468558,-61860.522961467286
90259.09920758689,-61744.708416795576
90335.55800614263,-61628.80061442342
90411.86541217632,-61512.79975909628
90488.02131780359,-61396.70605566851
90564.02561543227,-61280.519709102904
90639.87819776242,-61164.24092447024
90715.57895778639,-61047.86990694885
90791.12778878892,-60931.406861824136
90866.52458434709,-60814.85199448815
90941.76923833045,-60698.20551043914
