vx_JW,vy_JW,rad
145139003.03011292,49828401.16802998,0.33070702089081294
145077248.92653,50004686.05721188,0.3319242317708728
145015276.42016545,50180895.40779887,0.33314145777182286
144953085.60078293,50357028.952412255,0.33435869894847214
144890676.55846444,50533086.42377495,0.3355759553556223
144828049.38361028,50709067.554711856,0.3367932270480676
144765204.16693884,50884972.07815021,0.3380105140805968
144702140.9994866,51060799.727119945,0.3392278165079892
144638859.97260794,51236550.23475405,0.3404451343850195
144575361.1779751,51412223.33428892,0.3416624677664547
144511644.707578,51587818.75906474,0.3428798167070527
144447710.65372422,51763336.24252582,0.34409718126156785
144383559.10903877,51938775.518220976,0.34531456148474365
144319190.16646412,52114136.31980386,0.3465319574313183
144254603.91926,52289418.38103334,0.34774936915602356
144189800.46100327,52464621.435773864,0.34896679671358205
144124779.88558793,52639745.21799581,0.3501842401587092
144059542.28722486,52814789.461775824,0.35140169954611455
143994087.7604418,52989753.901297234,0.35261917493049877
143928416.40008327,53164638.270850345,0.35383666636655625
143862528.30131033,53339442.30483284,0.35505417390897304
143796423.5596006,53514165.73775012,0.3562716976124281
143730102.27074802,53688808.30421568,0.3574892375315925
143663564.53086293,53863369.73895142,0.3587067937211297
143596810.4363717,54037849.776788086,0.359924366235696
143529840.08401692,54212248.15266554,0.36114195512994
143462653.57085693,54386564.60163317,0.3623595604585029
143395250.99426603,54560798.85885023,0.3635771822760159
143327632.45193416,54734950.65958622,0.36479482063710567
143259798.0418669,54909019.7392212,0.36601247559638933
143191747.8623853,55083005.83324619,0.36723014720847585
143123482.01212576,55256908.67726349,0.3684478355279681
143055000.5900399,55430728.00698709,0.3696655406094583
142986303.69539455,55604463.55824296,0.37088326250753273
142917391.42777148,55778115.06696946,0.3721010012767694
142848263.8870674,55951682.26921768,0.3733187569717383
142778921.1734938,56125164.90115177,0.37453652964699985
142709363.38757682,56298562.699049346,0.3757543193571091
142639590.63015714,56471875.39930181,0.3769721261566104
142569603.00238988,56645102.73841472,0.3781899501000415
142499400.60574445,56818244.45300813,0.37940779124193064
142428983.5420045,56991300.27981698,0.3806256496367991
142358351.91326764,57164269.95569142,0.3818435253391592
142287505.82194555,57337153.21759717,0.3830614184035148
142216445.37076366,57509949.8026159,0.3842793288843617
142145170.66276115,57682659.44794556,0.385497256836187
142073681.80129075,57855281.89090073,0.3867152023134696
142001978.89001867,58027816.86891301,0.3879331653706799
141930062.0329245,58200264.11953133,0.3891511460622795
141857931.334301,58372623.38042236,0.390369144442721
141785586.89875403,58544894.38937081,0.39158716056645
141713028.83120245,58717076.8842798,0.3928051944879011
141640257.23687798,58889170.60317126,0.39402324626150315
141567272.22132504,59061175.284186214,0.3952413159416724
141494073.89040068,59233090.66558518,0.3964594035828205
141420662.3502744,59404916.48574852,0.39767750923934725
141347037.70742813,59576652.483176775,0.3988956329656448
141273200.06865594,59748298.396491036,0.4001137748160968
141199149.54106405,59919853.96443329,0.4013319348450762
141124886.23207068,60091318.92586678,0.402550113106949
141050410.24940586,60262693.01977637,0.40376830965607174
140975721.7011114,60433975.985268846,0.4049865245467903
140900820.69554067,60605167.56157334,0.40620475783344345
140825707.3413585,60776267.48804164,0.4074230095703602
140750381.74754116,60947275.50414855,0.4086412798118597
140674844.02337605,61118191.34949226,0.4098595686122527
140599094.2784617,61289014.763794675,0.4110778760258398
140523132.62270758,61459745.48690178,0.4122962021069136
140446959.166334,61630383.258784,0.4135145469097562
140370574.019872,61800927.819536544,0.4147329104886407
140293977.2941632,61971378.909379736,0.415951292897831
140217169.10035962,62141736.26865942,0.4171696941915804
140140149.54992363,62311999.63784726,0.41838811442413537
140062918.75462776,62482168.75754112,0.41960655364972954
139985476.82655466,62652243.368465416,0.42082501192258964
139907823.87809682,62822223.211471446,0.4220434892969299
139829960.0219566,62992108.02753778,0.42326198582695784
139751885.37114593,63161897.557770565,0.42448050156686995
139673600.03898636,63331591.543403916,0.4256990365708524
139595104.13910875,63501189.725800246,0.42691759089308207
139516397.7854533,63670691.84645062,0.4281361645877267
139437481.0922693,63840097.646975115,0.42935475770894205
139358354.17411503,64009406.86912316,0.4305733703108768
139279017.14585766,64178619.2547739,0.43179200244766797
139199470.12267306,64347734.545936525,0.4330106541734416
139119713.2200457,64516752.48475064,0.43422932554231614
139039746.5537685,64685672.81348662,0.43544801660839777
138959570.2399427,64854495.27454594,0.4366667274257836
138879184.39497778,65023219.610461526,0.4378854580485607
138798589.13559118,65191845.56389814,0.43910420853080473
138717784.57880834,65360372.877652675,0.4403229789265821
138636770.84196243,65528801.294654556,0.4415417692899489
138555548.04269424,65697130.55796605,0.44276057967495025
138474116.2989521,65865360.41078266,0.4439794101356213
138392475.72899172,66033490.596433416,0.4451982607259862
138310626.45137596,66201520.85838127,0.4464171315000597
138228568.58497486,66369450.94022344,0.4476360225118446
138146302.24896535,66537280.585691735,0.4488549338153339
138063827.5628312,66705009.538652934,0.45007386546450984
137981144.6463628,66872637.543109104,0.4512928175133442
137898253.61965716,67040164.34319798,0.4525117900157974
137815154.6031176,67207589.68319328,0.4537307830258205
137731847.7174537,67374913.3075051,0.4549497965973509
137648333.08368117,67542134.9606802,0.4561688307843183
137564610.82312173,67709254.38740242,0.4573878856406395
137480681.05740282,67876271.33249295,0.45860696122022093
137396543.90845767,68043185.54091077,0.45982605757695894
137312199.49852496,68209996.75775291,0.4610451747647367
137227647.95014885,68376704.72825488,0.46226431283742836
137142889.3861787,68543309.19779095,0.4634834718488957
137057923.929769,68709809.9118745,0.46470265185298965
136972751.70437923,68876206.61615843,0.46592185290355026
136887372.83377364,69042499.05643544,0.46714107505440616
136801787.44202122,69208686.97863841,0.46836031835937386
136715995.65349546,69374770.12884074,0.4695795828722589
136629997.5928743,69540748.25325672,0.47079886864685627
136543793.3851398,69706621.09824182,0.4720181757369491
136457383.15557826,69872388.41029309,0.47323750419630817
136370767.02977985,70038049.93604946,0.4744568540786929
136283945.13363856,70203605.42229214,0.47567622543785226
136196917.59335205,70369054.61594494,0.47689561832752253
136109684.53542152,70534397.2640746,0.4781150328014284
136022246.08665147,70699633.11389114,0.47933446891328296
135934602.3741497,70864761.91274825,0.4805539267167876
135846753.52532703,71029783.40814358,0.4817734062656314
135758699.66789716,71194697.3477191,0.4829929076134925
135670440.9298767,71359503.47926147,0.48421243081403587
135581977.4395847,71524201.55070235,0.4854319759209156
135493309.32564285,71688791.31011876,0.4866515429877727
135404436.71697506,71853272.50573346,0.487871132068237
135315359.74280748,72017644.88591522,0.48909074321592627
135226078.53266823,72181908.19917923,0.4903103764844446
135136593.21638733,72346062.1941874,0.49153003192738565
135046903.92409652,72510106.61974876,0.4927497095983301
134957010.78622913,72674041.22481973,0.49396940955084584
134866913.93351987,72837865.75850454,0.495189131838489
134776613.49700475,73001579.97005549,0.4964088765148037
134686109.60802084,73165183.60887338,0.49762864363331966
134595402.39820626,73328676.42450781,0.4988484332475563
134504491.99949986,73492058.1666575,0.5000682454110191
134413378.54414117,73655328.58517072,0.501288080177202
134322062.16467026,73818487.43004549,0.5025079375995853
134230542.99392748,73981534.45143007,0.5037278177316368
134138821.16505338,74144469.39962322,0.5049477206268116
134046896.81148861,74307292.02507456,0.5061676463385519
133954770.06697364,74470002.07838492,0.5073875949202876
133862441.06554869,74632599.31030668,0.508607566425435
133769909.94155353,74795083.47174412,0.5098275609073974
133677176.8296274,74957454.31375372,0.5110475784195655
133584241.86470872,75119711.58754458,0.5122676190153169
133491105.18203507,75281855.04447865,0.5134876827480155
133397766.91714294,75443884.43607123,0.5147077696710128
133304227.20586762,75605799.51399115,0.5159278798376465
133210486.18434303,75767600.03006119,0.5171480133012414
133116543.98900154,75929285.73625843,0.5183681701151088
133022400.75657387,76090856.38471459,0.5195883503325462
132928056.62408885,76252311.72771631,0.5208085540068383
132833511.72887334,76413651.51770557,0.5220287811912567
132738766.208552,76574875.50728,0.5232490319390579
132643820.20104718,76735983.44919321,0.5244693063034861
132548673.84457874,76896975.09635513,0.5256896043377722
132453327.27766389,77057850.20183234,0.526909926095132
132357780.63911703,77218608.5188485,0.5281302716287682
132262034.06804961,77379249.80078453,0.5293506409918706
132166087.70386992,77539773.80117911,0.5305710342376136
132069941.68628298,77700180.27372892,0.5317914514191588
131973596.15529034,77860468.97228901,0.5330118925896534
131877051.25118993,78020639.65087314,0.5342323578022308
131780307.11457592,78180692.06365412,0.5354528471100102
131683363.8863385,78340625.96496415,0.5366733605660968
131586221.70766379,78500441.10929514,0.5378938982235812
131488880.72003362,78660137.2512991,0.5391144601355413
131391341.06522536,78819714.1457884,0.5403350463550378
131293602.88531184,78979171.5477362,0.5415556569351202
131195666.32266106,79138509.21227671,0.5427762919288219
131097531.51993613,79297726.89470556,0.5439969513891624
130999198.62009504,79456824.35048017,0.5452176353691461
130900667.76639055,79615801.33522001,0.546438343921764
130801939.10236993,79774657.60470702,0.5476590770999916
130703012.77187492,79933392.91488591,0.5488798349567897
130603888.91904147,80092007.02186447,0.550100617545105
130504567.68829958,80250499.68191399,0.551321424917869
130405049.22437319,80408870.6514695,0.5525422571279985
130305333.67227995,80567119.68713018,0.5537631142283959
130205421.1773311,80725246.54565966,0.5549839962719477
130105311.88513125,80883250.98398636,0.5562049033115265
130005005.94157825,81041132.75920384,0.5574258353999888
129904503.49286301,81198891.62857114,0.5586467925901768
129803804.68546933,81356527.3495131,0.5598677749349176
129702909.66617373,81514039.6796207,0.5610887824870227
129601818.58204527,81671428.37665139,0.562309815299288
129500531.58044542,81828693.19852948,0.5635308734244956
129399048.80902784,81985833.90334639,0.5647519569154104
129297370.4157382,82142850.24936104,0.565973065824783
129195496.54881407,82299741.99500017,0.5671942002053484
129093427.35678472,82456508.8988587,0.5684153601098257
128991162.98847088,82613150.71970001,0.5696365455909188
128888703.59298472,82769667.21645635,0.5708577567013159
128786049.3197295,82926058.1482291,0.5720789934936893
128683200.31839956,83082323.27428919,0.5733002560206957
128580156.73898,83238462.35407732,0.5745215443349757
128476918.7317466,83394475.14720441,0.5757428584891546
128373486.44726564,83550361.41345187,0.5769641985358417
128269860.03639369,83706120.91277193,0.5781855645276299
128166039.65027745,83861753.40528801,0.5794069565170958
128062025.44035359,84017258.65129507,0.5806283745568007
127957817.55834852,84172636.41125986,0.5818498186992902
127853416.15627831,84327886.44582133,0.5830712889970916
127748821.38644841,84483008.51579094,0.5842927855027183
127644033.40145355,84638002.38215297,0.5855143082686658
127539052.35417753,84792867.80606493,0.5867358573474137
127433878.39779305,84947604.54885778,0.5879574327914259
127328511.68576153,85102212.37203635,0.5891790346531484
127222952.37183289,85256691.03727967,0.5904006629850116
127117200.6100455,85411040.30644122,0.5916223178394294
127011256.55472581,85565259.94154938,0.5928439992687987
126905120.36048838,85719349.70480765,0.5940657073254991
126798792.18223554,85873309.35859509,0.5952874420618948
126692272.17515726,86027138.66546656,0.5965092035303315
126585560.49473101,86180837.38815312,0.5977309917831399
126478657.29672152,86334405.2895623,0.5989528068726319
126371562.73718065,86487842.13277848,0.6001746488511033
126264276.97244717,86641147.68106322,0.601396517770833
126156800.1591466,86794321.69785555,0.6026184136840821
126049132.45419104,86947363.94677235,0.6038403366430953
125941274.01477896,87100274.19160867,0.6050622867000994
125833224.998395,87253052.19633801,0.6062842639073043
125724985.56280985,87405697.72511274,0.6075062683169018
125616555.86608005,87558210.54226434,0.6087282999810674
125507936.06654775,87710590.4123038,0.6099503589519583
125399126.3228406,87862837.09992193,0.6111724452817139
125290126.7938715,88014950.36998966,0.6123945590224569
125180937.6388385,88166929.98755841,0.6136167002262921
125071559.0172245,88318775.7178604,0.6148388689453058
124961991.0887972,88470487.326309,0.6160610652315672
124852234.01360878,88622064.57849902,0.6172832891371278
124742287.95199585,88773507.24020708,0.6185055407140205
124632153.06457913,88924815.07739191,0.6197278200142605
124521829.51226336,89075987.8561947,0.6209501270898456
124411317.45623706,89227025.34293944,0.6221724619927546
124300617.0579724,89377927.30413318,0.6233948247749481
124189728.47922496,89528693.50646646,0.6246172154883696
124078651.88203356,89679323.71681358,0.625839634184943
123967387.42872004,89829817.70223291,0.6270620809165748
123855935.28188917,89980175.22996728,0.6282845557351525
123744295.60442835,90130396.06744425,0.6295070586925458
123632468.55950747,90280479.98227645,0.6307295898406049
123520454.31057875,90430426.74226196,0.6319521492311623
123408253.02137648,90580236.11538456,0.6331747369160312
123295864.85591687,90729907.86981413,0.634397352947007
123183289.97849791,90879441.77390689,0.635619997375865
123070528.55369906,91028837.59620582,0.636842670254363
122957580.7463812,91178095.10544094,0.6380653716342388
122844446.72168629,91327214.07052965,0.6392881015672117
122731126.64503732,91476194.26057704,0.6405108601049824
122617620.68213803,91625035.44487621,0.6417336472992315
122503928.99897271,91773737.39290865,0.642956463201622
122390051.7618061,91922299.8743445,0.6441793078637957
122275989.1371831,92070722.65904292,0.6454021813373767
122161741.29192862,92219005.51705243,0.646625083673969
122047308.3931474,92367148.21861115,0.6478480149251576
121932690.60822375,92515150.53414723,0.6490709751425078
121817888.10482146,92663012.23427911,0.6502939643775648
121702901.0508835,92810733.08981588,0.6515169826818558
121587729.6146319,92958312.87175758,0.6527400301068869
121472373.96456754,93105751.35129553,0.6539631067041448
121356834.26946992,93253048.29981267,0.6551862125250966
121241110.698397,93400203.48888388,0.6564093476211894
121125203.420685,93547216.6902763,0.6576325120438508
121009112.60594817,93694087.67594965,0.6588557058444876
120892838.42407864,93840816.21805656,0.6600789290744873
120776381.04524621,93987402.0889429,0.6613021817852169
120659740.63989812,94133845.06114809,0.662525464028024
120542917.3787589,94280144.90740544,0.6637487758542345
120425911.43283015,94426301.40064245,0.6649721173151552
120308722.97339034,94572314.31398118,0.6661954884620718
120191352.17199458,94718183.4207385,0.6674188893462502
120073799.20047452,94863908.49442652,0.6686423200189354
119956064.23093802,95009489.30875279,0.6698657805313522
119838147.43576905,95154925.6376207,0.6710892709347045
119720048.98762745,95300217.2551298,0.6723127912801752
119601769.05944873,95445363.9355761,0.6735363416189264
119483307.8244439,95590365.45345238,0.6747599220021007
119364665.45609921,95735221.58344856,0.6759835324808182
119245842.128176,95879932.100452,0.677207173106179
119126838.01471049,96024496.77954781,0.6784308439292615
119007653.29001354,96168915.39601916,0.6796545450011232
118888288.12867051,96313187.72534764,0.6808782763728011
